review,score
평점이 너무 높다. 한가지의 사건으로  시작되고 끝이난다. 소재 내용은 좋으나  질질끌다가 해결이나서 무언가 더 기대를 했는데 그냥 끝난다.  허무하다 ,1
"콘스탄틴을 본사람이라면 이영화에 10점을 줄수가없다다들무슨 한국에서 이런소재를 한 ""것"" 만으로도... 그래 긍정적으로보면 그런데 그냥 노잼인걸 지들도 인정하는꼴이다10점주는 빠들덕분에 1점으로 평균값...",1
내용이 없어도 너무 없다. 영화의 의도를 모르겠다. 너무 노잼 ,1
정말 아주아주 진심으로 재미없다는 말을 쓰기위해 처음으로 로그인함 ,1
최악. 진짜 완전실망. 귀신쫒는거밖에 없음. 500백만 관객이봤다기에 봤는데 진짜 개실망함.올레티비 천원으로 내려도 안볼 영화임. ,1
알바들  말고 평점7점 이상 주는 사람들은  뇌구조가  단순한건지 아님 엑소시즘 영화 한편도 못본 사람들인지  어슬프게 따라하다 만 영화 보고 새로운 도전이라?  진짜 수준 떨어진다   이걸 영화라고 글고 그토록 짜...,1
전 재미 없었어요 ㅠ.ㅠ ,1
관람객넘 무서워 ㅠ 돼지 ㅅㄲ두 무서워 ㅠㅠ ,9
관람객정말 기대를 져버리지 않네요ㅎㅎ표를 구입하는 것이 곧 당신에게 멋진 두시간을 선사할거랄 것에 동의 합니다 ,10
관람객여배우 연기력빼고 쓰렉 ,1
"사자 보고나니 새삼...장재현 감독님, 당신을 오컬트거장으로 모시는 바오 ",10
오컬트는 역시 검은사저들이에요 감독님 검은사제 2탄 만듭시다  같은배우 다써서 ,10
노오답 노오랗다 ㄴ오랗게물들엇네~ ,1
정말 배우연기땜에 봤다그좋은배우로 이게몬가 ,1
한국에서 심령영화는 그다지 ,1
알바들 쩐다 돼지 때문에 1점준다 ,1
재미없어ㅠ돼지기여워 돼지만 ,1
평점 조작하나??스크린쿼터제 없애고 좀더질좋은 해외영화를상영해주세요 ,1
솔직히 기대하고봤는데 실망했음 ,1
"검은사제들 주위에서 많이 봤다고 해서 봤더니 그냥 캐톨릭영화, 악령이랑 싸움 똭!~ 끝 ㅡㅡ..검은사제들2까지 나올기세임. ",1
못만든 영화는 아닌데하도 빠는 인간들 많아 1점 ,1
"전형적인 강동원 얼굴팔이 영화,, 실은 여배우 연기가 훨씬 돋보임 ",1
영화를 제돈으로 본것도 아니고 보여줬눈데도 돈이 아까워요. 진짜 구립니다. 씨지도 너무 티가나서. 순간뭥미?여자애 빙의목소리 낫설지않은데?? 골룸목소리ㅡㅡ. 심오하지도않는데 재밋지도않고.아진짜이런영화를.안티안티 그러...,1
"열에 여덟은 돈 뿐만 아니라 시간도 아깝다고 느낄 것이다. 내영화 인생 최악 3손가락 안이다. 연기력은 박수쳐줄만 하나, 연기력은 영화의 일부분, 전체적인 평점은 별1개. 강동원, 김윤석 보러간다라면  할말없다. 태...",1
엑소시스트 발끝에도 못따라간다. 강동원은 이런 소재와 어울리지 않게 쓸데없이 귀여운 이미지라 미스캐스팅인 느낌 영화가 전체적으로 좀 더 어두운분위기속에서 진행됬으면 좋았을텐데 초중반까진 너무 가벼운 느낌임 ,1
"쓰레기영화. 재미없고요. 어떤여자 몸에 들어간 귀신 쫓아내는 퇴마 이야기입니다. 강동원,김윤석 주연배우빨로 과대평가 받은 영화네요. 영화 자체는 삼류입니다 ",1
하.... 이런걸 영화라고 ㅋㅋ 역시 국산 영화는 확실하게 검증되지 않은건 돈주고 볼게 못된다.명량만큼은 아니지만 그다음으로 진자 재미없다. ,1
각자 취향은 틀리겠지만 진심으로 재미는 없다 진짜 보는내도록 지루하고 걍 엑소시스트 콘스탄틴 이런거 한번 더보는게 나을거같다 그리거 끝이 너무 허무하다 흑돼지 과음 한번 지르면 다무너지고 난리난다 ㅎㅎㅎ ,1
안보는게 정신건강에 나아요... 기분더러움 ㅠ ,1
"왜이렇게 평점들이 높은건지 이해가 안됨.스토리도 너무 빈약하고 전반적으로 시시했음,재미도 없고 배우들이 아까운 영화 ",1
"솔찍히 평점 잘 안주는데,, 진짜 재미 없었어요../1시간동안 악령잡을 준비하는내용이고30분동안 봉인하는 내용인데, 30분만 재미있고 나머지는 다 지루. ",1
와 진짜 평점알바... 평점 균형을 위해 1점 준다 ,1
내가 왜 봤을까...영화관에서 이 어려운 의문을 풀지 못했다. ,1
관람객2015년의 끝자락즈음에여자친구와의 빼빼로데이를검은사제들덕분에 2시간날렸어요 ,1
결론 : 강동원이 무서운 돼지를 한강에 버린다. ,1
예전에 봤을 때는 살짝 지루하다고 생각했는데...어제 ㅅㅈ를 보고오니 검은사제들이 개명작이었구나.... ,10
사자보고 생각나서 옴 ㅠ ,10
배우한테 낚였다.더럽다. ,1
영화보다 졸기는 내평생 처음이다 우리나라 정서완 매치가 않되서 손발 상실하는줄 알았네 한마디로 유치뽕짝에 지루하고 재미까지없다 ,1
보지마라 정신병 걸리는줄 알앗다 진짜 ,1
진짜 긴장감 몰입도  . . .영화 보는내내  놀라서 탄성이나  순간 육두탄성  내뱉는것을 듣지 못함 ,1
영화 내용 형편없음 ... ,1
