,review,score
208,원 받을려면 귀찮게 평쓰라고 하길래 뭐하는 짓인가 싶다,10
209,결말이 너무 허무해요이제 한창 재밌어지고 무서워지고있는 순간에픽 하고 끝나버렸네요ㅠㅠ,8
210,집가긴글럿다,10
211,무섭다 오줌 지릴번 근디 옆에 어떤 남자 새끼들 셋 발을 다 앞좌석에 올렸던데 니들 발냄새 오지더라 무슨 시궁창 냄새나는줄 차마 자랄은 못하겠고 아휴 올리려면 발좀 씻고 올려라 전주  효자점입니다,10
212,무서워요ㅜㅡ 결말은좀 아쉽,9
213,완전 소오름 끼쳣어요 지림,10
214,진짜 깜짝깜짝 놀라는 영화,10
215,재밌어요 굿굿굿이에요 자,10
216,깜짝 놀래키는 장면은 많네요 갠적으로 컨저링은 스토리도 탄탄했고 악령도 많이 괴기스러웠는대 이 영환 불끄고키는 소재 아이디어는 좋았으나 그뿐 그 소재를이용해서 공포를 더 잘살릴수 있는 방법이 많았을텐대,7
217,티비에서 무료로 해줘서 시간떼우기용으로 봣는데 영화관 안가길 잘했네 노잼 핵노잼 엄마도 노이해 ㅋㅋㅋㅋ,2
218,오우 무서웠어공포영화 매니아 로써 칭찬해요,10
219,꿈에나올까 두렵습니당,10
220,한국에서 저랬다간 층간소음땜시 아랫집에서 바로 찾아와서 다이애나 볼싸다구때릴듯 그리고 다이애나 원래이름은 애나인데 죽어서 다이애나임,9
221,이거뭐지 평점이 방금 집에서 로 혼자 보다가 이건뭐 무서운거 하나도없고 너무 어이없게 끝나버려서 평점쓰려는데 왜케평점이좋지 내가이상한건가,1
222,불이꺼질때마다 나타나는 다이애나는 참신하지만 그거만 믿고 만든 영화같다 연출은 그냥 소모적인 깜놀 연출만 있으니 짜증만 날뿐,3
223,소문난영화에 볼거없다더니,1
224,컨져링이랑 비교도안될만큼 무서워요,10
225,아니 진짜 공포영화 매니아인데 완전 개 쓰레기급영화,1
226,한 곳에 초점을 둬야 하는데 공포도 넣으려고 하고 어머니와 딸 사이의 갈등도 넣으려고 하고 슬프지만 감동적인 엔딩 등등도 넣으려고 해서 재미가 없어졌다 어느 곳에도 집중하지 못해 공포영화로서도 자격이 없다 뒤,1
227,굳이 평가를 하자면 쓰레기 아웃,2
228,내가 본 공포영화중에 그냥 씹쓰레기 영화 감동도 없고 스토리는 쓰레기고 그냥 무섭기만 한 영화,1
229,이 보다 더 급일수는 없다 알바들 평점 장난에 테러당하다,1
230,점 주고 싶은데 무작정 점 주는 사람들과의 발란스를 위해 점 줍니다 인시디어스 시리즈보다는 군더더기 없이 깨끗하지만 그만큼 무서움도 떨어져 버렸습니다 발상은 좋은데 한발짝 더 나아가지 못한데에 그리고 부,1
231,점도 아까워요 그냥 깜짝 놀래키는 영화뜬금없는 내용과 개연성 없는 스토리 진짜  천원에 봤기를 다행으로 생각합니다,1
232,별생각없이 봤는데 개잼ㅋㅋㅋㅋ 적당한 러닝타임 영화보는내내 계속 놀라서 심장아픔,10
233,너무 재미 없다 컨저링 보다 재미 없고 하나도 안 무섭고 놀란 장면도 없고 개연성도 없고높은 평점 준 사람들은 알바나 아니면 영화보고 열 받아서 다른 사람들한테 일부러 이 영화 보도록 추천하는 ,1
234,소리에만 놀라고 별로임 핵노잼,1
235,갑툭튀는 많은데 집와서 생각날정도는아님,8
236,ㅜㅜㅜ뭐야 스토리이상해,2
237,별루 ㅠㅠ 안무서움 시간 아깝,2
238,컨저링이랑은 비교하지 말자 이건 쨉도 안되지 ㅋㅋㅋ 컨저링 만큼 기대하고 가면 분명히 실망함 결말이 진심 허무한데 그냥 볼만한 수준이고 나쁘진 않음 소재가 신선해서 좋았음 무섭진 않고 킬링타임용으로 나쁘지 않다고 생,4
239,컨저링이 더 무서웠어요,6
240,내용은 알찬데 다이애나는 태양에서도 빛이안나오게막을수있는능력이있는듯,10
241,제임스완 이름 걸렸다하면 다 챙겨본사람으로서 이게 진짜 역대급으로 무서웠음하 ㅜ ㅜ 무서워,10
242,너무 재밌어요 추천 볼때는 무서운데 보고나오면 별거없는 스토리 ,10
243,컨저링보다는 덜 무서웠고 짧았지만 내가 기대한 만큼 정도는 해줘서 재밌었다 결말이 조금 아쉬울뿐,9
244,결말이 좀 아쉬움 ㅜㅜ,7
245,안무서운건 아닌데 그렇게 무섭지도 않은영화,8
246,공포영화의 새로운 패러다임,10
247, ㅈ도 안무섭네 돈아깝게 팝콘을 왜흘리냐,1
248,아 정말 개 노잼,1
249,뭐지 놀래키는 영화 그 이상 그 이하도 아니다 그냥 내용이 없다 평점은 낚시 같다,1
250,급냄새가 강하다 초반 남자가 죽을떄가 젤 괜찮았다,1
251,생각보다 재밌지는 않았음 그보다 귀신 전신을 빛에 태워 조지는 통쾌한 결말을 기대했는데 아쉽당,6
252,이거보고 불못끈다는거 가짜임 어제도 불 다키고잤음,10
253,ㅋ 진짜개허무하고 이걸 돈주고 봤다니 마지막에그렇게끝날줄은 상상ㄷ느못했다 예고편만 죤나잘만들었네,1
254,이게 무서움 리얼 돈아깝더라,1
255,뻔한공포영화의포인트부분에서 예상을벗어나지않고끝이좀허무,5
256,재밌어요여자친구가많이무서워하네요,10
257,대박진짜 재미있었습니다저 진짜 놀라서 팝콘을 던졌어요ㅠ강추입니다,10
258,스토리 운운하는 사람들 뭐임 부족함 없이 공포영화로써 공포를 확실히 알려줬으니 대만족,10
259,다이애나 필밴좀 ㅠㅠ ㅋㅋ,9
260,너무 무서워요 ㅠㅠㅠ 소리를 몇번 질렀는지 ㅠㅠ 마지막에 불켜질때 눈아파여 영화자체가 어두워서,10
261,결말이아쉬움 ㅠ 딱끊긴느낌그래도 존ㄴ 무서웠다,9
