,review,score
192,어디까지나 개취지만 난 이런 영화가 너무 좋다 아쉬운 부분이 많기는 하지만 허구헌날 조폭검사경찰사랑타령에 신파등 한국영화 특유의 뻔한 소재에서 벗어나서 이런 영화 만들어주는것만 해도 감사하다 두번 가서 봄,10
193,해석해서 보는 재미가 꿀잼,10
194,자꾸 머리속에 멤도는 영화에요 보고나서도 자꾸 생각나요,10
195,평점테러한사람들 ㅋ 할부지 할머니찾고 정나한 방어력 의문도 나오고 털은 왜 벗겨지냐그러고 하나도안무서웠다그러고 가관이다 가관이야,10
196,정말 너무나 무섭게 본 영화,10
197,대박 이영화 대박ㅠㅠㅠ 꼭 봐라,10
198,굿한번더생각하고 찾아보게되는 영화,10
199,재밌다 이 영화의 모든 전개는 마지막을 위한 거였다,10
200,무서운건 기본이고 스토리 탄탄하고 반전까지 있음 장르가 공포물인지 알았는데 미스테리 스릴러 분위기라 지루할 틈이 없고 몰입감 쩔고 재미있었음,10
201,간단하게 말씀드리면 스토리 앞뒤가 안맞습니다 작가가 제작 중간에 변경되었거나 제작사에서 수정하라는 압박이 있었을 듯,1
202,반전과 깨달음이 있는 영화 였습니다 영화가 끝난 후에도 감흥이 오래 남습니다,10
203,진짜 재밋고 생각을 하게 하는 영화 그것언니가이 허물을 벗자 그것유지태이 허물 뱀을 상징 하고자 검정 옷을 입는데 소름 자꾸 곡성 검은 사제랑 비교하는데 초점 자체가 틀려요,10
204,생각하고 또 생각하게 만들어요,10
