review,score
영화 초중반 흥미진진 결말이조금 아쉽지만 볼만하네요.그리고 제발 영화보면서 속닥 거리지좀 말아요.시끄럽고 영화몰입방해되요.영화보는 중에 왜이리 떠들죠?영화볼땐 다른사람도 생각합시다.제발 ,8
관람객롯시에서 8 시꺼보고 10시에 나오고 쓰는 후기 변신이 아니라 OO 맞네요.. 개연성도 없고 외국신부는 왜나오고 등장인물은 답답하고 둘째는 외면 받고.. 하..ㅜㅠ 보면서 무섭다는 느낌보다는 하.. 왜 어디선가 봤던...,2
배성우 웃을때 개깜짝놀랬네 진짜 ,10
분노하지말자 사탄이 가장 좋아하는 거래 ,10
어설픈 감동 줄려는 영화보다 훨씬 잼남. 특히 엔딩이 뭔가 짠하면서도 쿨한 그런 느낌. ,10
둘째도 신경써줘요. 난 둘째 신경안쓰는게 제일 무서웠어 ,9
첫장면이 젤무서움 ㅠㅠ ,8
관람객ri개노잼 이걸 본 내가 OO이다 ,2
관람객별로..절대 보지마셈 ,2
검은사제들과 곡성의 짬뽕 ,8
"영화 '사자'와 비슷한 느낌이였는데, 보는 내내 답답했습니다. '사자'는 속시원한 부분이 있긴한데, 요건 보는내내 어디서 또 사고가 날까 하는 긴장감이 있었습니다... 찝찝한 부분도 조금...",8
15세인데 생각보다 무섭네요.. 아주 많이.. ,10
관람객v둘째는 왜케 신경들을 안써주는거임? ,10
관람객혼영했는데 뒤에 있던 남자가 소리를 질러서 그게 더 무서웠음ㅜㅜ ,8
후반이 살짝 아쉽긴하지만 중반까지는 정말 무서웠어요! ,10
관람객진짜 심장 쫄깃해지는게 느껴짐 ㅜㅜㅜ성동일 연기는 진짜 최고인듯무서운연기해도 웃기기만할거같앗는데생각보다 진짜 소름끼치게 무서웟음채고채고^^b ,9
초중반 몰입도 좋아요 공포 분위기 같은것도 잘 만들었는데 스토리적인거나 중후반에서 약간 아쉽네요.. ,8
배성우 배우님 연기 너무잘하셔여 ,10
어지간한 공포영화는 시시해하는 1인인데냉정하게  소름 세번정도 느끼면서 봤음근데 공포영화가 슬프기까지함 ㅠㅠ ,10
관람객영화가 너무 뻔하고 촌스럽다.. ,2
신개념 스릴러 영화 다만 결말이 조금 아쉽네... ,8
모든 배우의 연기력이 소름끼칠정도였어요(백윤식 제외) 아무리 우정출연이더라도 영어 발음 연습좀하시지 몰입이 자꾸 깨졌음...그리고 둘째딸 침대신....뽕브라가 왠말...배성우배우님 연기 너무좋았습니다 매일 악역만 하...,8
볼만했음 ~ 끝이 좀 허무한데 ㅠ 재밌더라.. 곡성 다음으로 한국 공포 영화 간만에  재밌게 봤음!! ,8
