review,score
개낚시입니다. 하나도 안무섭고 지루합니다. 진짜 안보는걸 추천합니다. ,1
실망이 큰 영화... 영화를 안본건지 귀가 먹엇던건지 몰입이 하나도 안됫다. 안 무서웟던건 당연하고 어디에서 무서워해야하는지 모르겟다 ,1
그냥 교회찬양 영화.  이 영화가 말해주는건 교회에가서 세례를 꼭 받아야한다. 십자가를 몸에 지녀라.  귀신은 마음만먹으면 지구도 반대로 우전시킬 수 있는 물리적힘도 쓸 수 있다. 등등 실화라고 적어놨는데 완전 사기...,1
사람들의 호평만 믿고 절대 기대하고 보지 않길 바란다. 거의 다 끝날때쯤 되서야 이 영화가 진짜 무서운게 뭔지 알게된다..당신의 인생에서 2시간은..이미 삭제되었다.. ,1
그르케 무섭대서 기대하고봤더니 무서운장면 언제나오지? 이건아니겠지..언제나오지?? 하다가 영화끝남 ,1
이런영화빨지마세요... 진자 노잼임 알바아닙니다 ,1
딱 70년대 엑소시스트 수준 무섭기는 커녕 존11나유치했다. 소리만 오라지게 커서 좀 놀라는수준 ,1
"떡밥 밑밥은 밑도끝도 없이 던져놓고 결국에 회수하는건 달랑 하나요, 너무나도 인간적인 귀신들 하며(장농에서 떨어지는 에어장 모션은 정말 헛웃음만 유발), 패턴 예측이 너무나도 쉬워서 좀 놀란 영화. 정말 이건 뭐.....",1
귀신도 나오고 하나도 안무섭고 ,1
서양 귀신들은 다들 고혈압 걸려 죽나봐요. 얼굴에 핏줄 터지겠네ㅡㅡ 차라리 친구한테 뒤에서 놀래켜주라고 하세요. 이거 분류 코미디로 들어가야 할듯. ,1
네이버 평점에 낚인게 이런거구나ㅠㅠ ,1
정말 충격과 공포의 영화다. 나의 9000원과 2시간이 공중분해되었다고 생각하면 오금이 다 떨린다. 최저임금을 준다고 해도 볼까말까 고민할정도. 이 영화감독은 돈을 버는 방법을 아는듯 하다. 영화의 제작비용 90%정...,1
이거 진짜 무서운 영화네요... 내용 말고 평점이 개무섭네요.  다 알바 빙의됐나봐. 걍 엑소시스트 베낀 놀래키기 영화. 객관적인 평점이라면 5점을 주고 싶지만 평점 내려야돼서 1점줌. ,1
정말 하나도 무섭지 않은데 왜 무섭다는 줄 모르겠다. ,1
알바들은 이딴 식으로 광고하지 마라. 기대반에 못 미친다. ,5
님들 ! 기독교 믿으시면 다 해결됩니다 ! ,1
귀신 안나온다더니 악귀들 출연하시고... 넘 뻔한 스토리...재미도 없고 무섭지도 않고...주변 관객들도 놀라는 사람도 머 없던...그냥 갑작스런 꿍소리에 놀라는 정도...알바 넘 풀으신듯... ,1
ㅋㅋ 그리고 마지막에 악령은 존재한다 라고 단정 지음으로  영화 보고나서 드러운 기분이 지속되는 영화 ㅋㅋㅋ ,1
진짜 예고편 하이라이트만 보고 진짜 좀 긴장하고 보는데 무슨 예고편 하이라이트가 그냥 그게끝 . 그냥 보면서 다큐멘터리보는거같음; 알바가 얼마나많은거야;; ,1
너무 기대했지만 실망감이컸다 ,1
너무나 식상한 소재임..그냥 가족이 이사와서 집에서 뭔가가 발견되고 악령 씌이고..ㄷㄷ디아더스가 생각 났음ㅜㅜ엑소시스트도 생각 나고 짬뽕임 무섭다길래 진짜 기대하고 봤는데 무서운건 거의 없음...깜짝 놀라는거 말곤 ...,2
애나벨2보다 이거보면 지림 ㄷ ,8
공포영화 잘보는데.. 컨저링 이후로 공포영화 두번다시 안봄ㅠ ,9
컨저링1 은 전체적으로 흔한 공포영화인데 사운드가 압박임. 그래서 그런가 확실히 무섭긴 무섭더라. 그리고 박수좀 그만처라. 계쏙 들으니깐 박수소리에 쫄리는건 첨이다. ,8
내가 본 공포영화 중에 최고인뎁 ,10
내가 24살 예비역인데 공포영화보면서 무서워본적이 없는데 지금 이거 보다가 무서워서 쉬었다 보려고 평점주러 왔다. 왜케 무섭냐 ㅠㅠ 오늘 엄마아빠랑 같이 자야겠다 ,9
컨저링이 재미없다거나 뭐가무섭냐는애들은 극장에서 안봤거나 학교에서 존나 프리한 분위기에서 봤다거나 이어폰 두짝 풀음량으로 안본애들이다. 오컬트무비를 극장에서 봐야한다는 이유를 톡톡하게 각인시켜준 영화 ,10
박수 소리가 이렇게 무서울수가 없다 ,8
밤에 혼자 봤다가 미치는줄 ㅋㅋ 공포영화 자주 안보는 사람들은 충분히 공포를 느낄 수 있게 만든영화. 근데 자기는 안무섭다고 허접하다는 사람들 허세 부리고 싶어 안달난거처럼 보임. 불쌍함 ,10
