,review,score
211,아직까지 이걸 뛰어넘는 공포영화는 못본것 같다 잠깐 잠깐 놀라게 하는것도 남발하지 않고 분위기로 몰아가는 감독의 실력이 일품 마지막 장면을 떠올리면 아직도 어깨부근이 서늘해진다,9
212,깜짝 깜짝 놀라는거말고는 그닥이엇음,6
213,진짜 스릴 넘치고 계속 긴장을 놓치지 않고 봤어요 허리가 아팠는데 아픔이 싹 가실 정도로 오싹했네요 최근 본 공포영화중에 가장 무섭고 스릴있었어요 만약 중요한 일이 있는데 이 영화를 보고 싶다면 중요한 일을 포,9
214,무섭다 공포영화 진짜 몇개빼곤 불끄고 보는데 이건 생긴것도 그렇고 제대로 못보겠음 하 내가 이렇게 공포영화를 못봤었나,8
215,  나 고등학교학년그러니까 년전에 나온 영화인데 학교에서 틀어준적이있어서 다 안다고 생각하고 봤는데 레알 교감신경 흥분하여 소름 세번이상 돋음저에겐 전개와 내용 시각청각 까지 모두완벽한 최,9
216,얼마나 무섭겠어ㅋㅋ 했다가 진짜 무서웠다 생각외로 꽤 재밌었음,8
217,이태껏 본 공포 영화 중에 제일 재밌었다,10
218,아 진짜 짜증날정도로 분장 너무 무섭다 진짜 아우씨 한을 품고 죽으면 저래 되나,10
219,공포 영화중 최고다 진짜,10
220,솔직히 그시대때는 괜찮았다 하지만 지금 보면 정말 아닌듯싶다,6
221,년에 봤는데 마지막 장면 아직도 기억남 너무 무서워서 짜증났던 영화ㅜㅜ,10
222,이렇게 평점 높을줄은 생각도 못했는데,1
223,아마 내가본 영화중에 가장 무서웠던것 같다,10
224,무섭긴하네요그리고 화장실에서 휴지빌릴때 ㅋㅋ웃었음,7
225,헤드폰 쓰고 새벽 시에 봤는데 심장 터지는줄 알았음ㅈㅈ,10
226,점주고싶다 공포영화가 이정도는 되야지 진짜최고,10
227,최고다 그냥 최고다 최고공포 마니아인데 이게 공포영화 위다다른 공포영화는 솔직히 사운드나 갑자기 튀어나오는걸로 놀라게 만드는데 이건 진짜 공포다 찐 공포다,10
228,자신이진짜 공포영화잘본다 극한의 무서움을 느끼고싶다 는 사람새벽에 불 다꺼놓고 혼자보셈 소리 풀로하고 나 최근에 시도하다가 한달에가위 번눌림,10
229,깐풍기에 맥주 마시면서 봤는데 처음에만 무섭고 중간 부터는 지루함 그러다 깐풍기 다 먹고 남은 매운 고추 씹다가 혓바닥 따가워서 공포고 나발이고 물만 주구장창 마셨음 혓바닥 아프니깐 공포음악 소리도 무섭기 보단,5
230,분만 참으면 무서운 영화 분부터 갈수록무서워지네요 분동안만 참으면공포를 볼 수 있습니다 분내내 사진 혼령사진혼령타령만하다 뒷부분 갑툭튀 놀램을 선사 갑툭튀말곤뭐별거없다 갑자기나오면무조건무섭지 ,5
231,영화 보는 내내 뭐 좀 그래 하면서 지루 했다 보고 나서 혼자 샤워하는데 갑자기 문이 쿵 하는 소리에 혼자 혼비백산 ㅋㅋ,7
232,내가 본 공포 영화중 최고다,10
233,년 동안 수많은 공포영화를 섭렵했지만 내 기억에 가장 강렬히 기억에 남아있는 게 주온 비디오판이랑 셔터 이거였다 이 두 작품은 두 번 보기가 두려운 영화다 근데 셔터 직전에 주온 비디오판으로 어느 정도 ,10
234,헤드셋 끼고 보다 차 도주씬에서 헤드셋 던져버렷다,10
235,지려버렷네여 여자친구랑봤는데 영화보는내내 눈가리고봤어오ㅜㅜㅜㅜ,10
236,보고 나서 한동안 어깨가 무거웠다,10
237,내생에 가장 무서운 공포영화는 주온이랑 셔터ㅠㅠ 내용은 흐릿하지만 두 귀신은 년이 지난 지금도 생생하게 기억남 진짜 포스터만봐도 소름 다시 보라해도 못봄,10
238,평소에 공포영화 잘 보는데 이건 정말 무섭게 봤다 ㅡㅡ 특히 여자 귀신이 그냥 무섭다,10
239,심장만 놀라고 몸은 그대로여태까지본것중에서 가장무서웠고 집에 가는데 어깨에 뭐가 얹힌건처럼 무거웠어요,10
240,태국 영화의 재발견 무섭고 짜릿하다,8
241,컨저링이 무섭다니 ㅋㅋ 영상미가 무서워야지 먼 스토리 타령은,10
242,주인공 남자 올랜도블룸닮았어ㅋㅋㅋ,9
243,더 이상 평론할께 없는 공포영화 시각적 심리적 으로 다가오는 공포가ㄷㄷ이거 집에서 혼술하면서 봤는데 너무 무서워서 몇번을 뒤돌아보게 한 영화,10
244,공포영화 즐겨보는분들은 정말 진부하고 지루할거에요주온그루지링 비슷한류 공포영화는거기서거기,4
245,무서운 게 아니라 열 받아서 끔찍했던 영화 폭염에 추워질려고 봤는데 더 열이 올랐다 역대 핵폭탄급 찌질이 남자주인공과 악마친구들 영화 아니었음 귀신이 아니라 내 손에 죽었다,6
